District,Upazila,Area,Post Code,Home Delivery,Lockdown,Charge(1kg),Charge(2kg),Charge(3kg),COD Charge,,
Dhaka,Sat rowja,Sat rowja,,Yes,No,60,75,90,0%,,
Dhaka,Tantibazar,Tantibazar,,Yes,No,60,75,90,0%,,
Dhaka,Khairtail,Khairtail,,Yes,No,60,75,90,0%,,
Dhaka,Bonomala,Bonomala,,Yes,No,60,75,90,0%,,
Dhaka,Morkun,Morkun,,Yes,No,60,75,90,0%,,
Dhaka,Bhadam,Bhadam,,Yes,No,60,75,90,0%,,
Dhaka,Boro Dewra Dakkhin Para,Boro Dewra Dakkhin Para,,Yes,No,60,75,90,0%,,
Dhaka,Rosulbagh,Rosulbagh,,Yes,No,60,75,90,0%,,
Dhaka,Gopalpur,Gopalpur,,Yes,No,60,75,90,0%,,
Dhaka,College Gate,College Gate,,Yes,No,60,75,90,0%,,
Dhaka,Boardbazar,Boardbazar,,Yes,No,60,75,90,0%,,
Dhaka,Gazipura,Gazipura,,Yes,No,60,75,90,0%,,
Dhaka,Hossain Market (Tongi),Hossain Market (Tongi),,Yes,No,60,75,90,0%,,
Dhaka,Signboard,Signboard,,Yes,No,60,75,90,0%,,
Dhaka,Joydebpur,Joydebpur,,Yes,No,60,75,90,0%,,
Dhaka,Dhirasrom,Dhirasrom,,Yes,No,60,75,90,0%,,
Dhaka,Dattapara Road,Dattapara Road,,Yes,No,60,75,90,0%,,
Dhaka,Badekomelosshor,Badekomelosshor,,Yes,No,60,75,90,0%,,
Dhaka,Borobari,Borobari,,Yes,No,60,75,90,0%,,
Dhaka,Choidana,Choidana,,Yes,No,60,75,90,0%,,
Dhaka,Deger Chala,Deger Chala,,Yes,No,60,75,90,0%,,
Dhaka,Gazcha,Gazcha,,Yes,No,60,75,90,0%,,
Dhaka,Hariken,Hariken,,Yes,No,60,75,90,0%,,
Dhaka,Khartail,Khartail,,Yes,No,60,75,90,0%,,
Dhaka,Majukhan,Majukhan,,Yes,No,60,75,90,0%,,
Dhaka,Milgate,Milgate,,Yes,No,60,75,90,0%,,
Dhaka,National University,National University,,Yes,No,60,75,90,0%,,
Dhaka,Surtaranga,Surtaranga,,Yes,No,60,75,90,0%,,
Dhaka,Targach,Targach,,Yes,No,60,75,90,0%,,
Dhaka,Rail Station,Rail Station,,Yes,No,60,75,90,0%,,
Dhaka,Boro Dewra,Boro Dewra,,Yes,No,60,75,90,0%,,
Dhaka,Uttarkhan Mazar,Uttarkhan Mazar,,Yes,No,60,75,90,0%,,
Dhaka,Dakshinkhan Bazar,Dakshinkhan Bazar,,Yes,No,60,75,90,0%,,
Dhaka,Hajipara-Dakshinkhan,Hajipara-Dakshinkhan,,Yes,No,60,75,90,0%,,
Dhaka,Ranavola,Ranavola,,Yes,No,60,75,90,0%,,
Dhaka,Joynal Market,Joynal Market,,Yes,No,60,75,90,0%,,
Dhaka,Johura Market,Johura Market,,Yes,No,60,75,90,0%,,
Dhaka,Habib Market,Habib Market,,Yes,No,60,75,90,0%,,
Dhaka,BDR Market-House Building,BDR Market-House Building,,Yes,No,60,75,90,0%,,
Dhaka,BDR Market-Sector 6,BDR Market-Sector 6,,Yes,No,60,75,90,0%,,
Dhaka,Moinartek,Moinartek,,Yes,No,60,75,90,0%,,
Dhaka,Atipara,Atipara,,Yes,No,60,75,90,0%,,
Dhaka,Kot Bari,Kot Bari,,Yes,No,60,75,90,0%,,
Dhaka,Abdullahpur,Abdullahpur,,Yes,No,60,75,90,0%,,
Dhaka,Mollartek,Mollartek,,Yes,No,60,75,90,0%,,
Dhaka,Gawair,Gawair,,Yes,No,60,75,90,0%,,
Dhaka,Kosaibari,Kosaibari,,Yes,No,60,75,90,0%,,
Dhaka,Prembagan,Prembagan,,Yes,No,60,75,90,0%,,
Dhaka,Kachkura,Kachkura,,Yes,No,60,75,90,0%,,
Dhaka,Helal Market,Helal Market,,Yes,No,60,75,90,0%,,
Dhaka,Chamur Khan,Chamur Khan,,Yes,No,60,75,90,0%,,
Dhaka,Society,Society,,Yes,No,60,75,90,0%,,
Dhaka,Ismailkholla,Ismailkholla,,Yes,No,60,75,90,0%,,
Dhaka,Masterpara,Masterpara,,Yes,No,60,75,90,0%,,
Dhaka,Munda,Munda,,Yes,No,60,75,90,0%,,
Dhaka,Barua,Barua,,Yes,No,60,75,90,0%,,
Dhaka,Namapara-Khilkhet,Namapara-Khilkhet,,Yes,No,60,75,90,0%,,
Dhaka,Ahalia-Uttara,Ahalia-Uttara,,Yes,No,60,75,90,0%,,
Dhaka,Ainusbag-Uttara,Ainusbag-Uttara,,Yes,No,60,75,90,0%,,
Dhaka,Diabari,Diabari,,Yes,No,60,75,90,0%,,
Dhaka,Habib Market-Uttara,Habib Market-Uttara,,Yes,No,60,75,90,0%,,
Dhaka,Pakuria-Uttara,Pakuria-Uttara,,Yes,No,60,75,90,0%,,
Dhaka,Aftab Nagar,Aftab Nagar,,Yes,No,60,75,90,0%,,
Dhaka,Gulbagh,Gulbagh,,Yes,No,60,75,90,0%,,
Dhaka,Meradiya Bazar,Meradiya Bazar,,Yes,No,60,75,90,0%,,
Dhaka,Mirbagh,Mirbagh,,Yes,No,60,75,90,0%,,
Dhaka,Modhubagh,Modhubagh,,Yes,No,60,75,90,0%,,
Dhaka,Rampura TV center,Rampura TV center,,Yes,No,60,75,90,0%,,
Dhaka,TV gate,TV gate,,Yes,No,60,75,90,0%,,
Dhaka,Ulan road,Ulan road,,Yes,No,60,75,90,0%,,
Dhaka,Mirpur 10,Mirpur 10,,Yes,No,60,75,90,0%,,
Dhaka,Gudaraghat-Mirpur,Gudaraghat-Mirpur,,Yes,No,60,75,90,0%,,
Dhaka,Namapara-Mirpur,Namapara-Mirpur,,Yes,No,60,75,90,0%,,
Dhaka,Oxygen,Oxygen,,Yes,No,60,75,90,0%,,
Dhaka,Technical,Technical,,Yes,No,60,75,90,0%,,
Dhaka,Mirpur:13,Mirpur:13,14,15,,Yes,No,60,75,90,0%
Dhaka,Benaroshi Polli,Benaroshi Polli,,Yes,No,60,75,90,0%,,
Dhaka,Beribadh-Mirpur,Beribadh-Mirpur,,Yes,No,60,75,90,0%,,
Dhaka,Buddhijibi Road,Buddhijibi Road,,Yes,No,60,75,90,0%,,
Dhaka,Cantonment,Cantonment,,Yes,No,60,75,90,0%,,
Dhaka,Mondir-Mirpur,Mondir-Mirpur,,Yes,No,60,75,90,0%,,
Dhaka,Palasnagor,Palasnagor,,Yes,No,60,75,90,0%,,
Dhaka,Purobi,Purobi,,Yes,No,60,75,90,0%,,
Dhaka,Rupnagor,Rupnagor,,Yes,No,60,75,90,0%,,
Dhaka,Senpara,Senpara,,Yes,No,60,75,90,0%,,
Dhaka,BRTA,BRTA,,Yes,No,60,75,90,0%,,
Dhaka,Zoo,Zoo,,Yes,No,60,75,90,0%,,
Dhaka,Address Problem,Address Problem,987,No,No,60,75,90,0%,,
Dhaka,Savar,Savar,1348,Yes,No,100,115,130,1%,,
Dhaka,Savar Cantonment,Savar Cantonment,1348,Yes,No,100,115,130,1%,,
Gazipur,Tongi,Tongi,1700,Yes,No,100,115,130,1%,,
Dhaka,Demra,Demra,1360,Yes,No,100,115,130,1%,,
Dhaka,Ashulia,Ashulia,1341,Yes,No,100,115,130,1%,,
Dhaka,Amin Bazar,Amin Bazar,1348,Yes,No,100,115,130,1%,,
Dhaka,Kamrangichar,Kamrangichar,1211,Yes,No,100,115,130,1%,,
Dhaka,Keranigonj,Keranigonj,1310,Yes,No,100,115,130,1%,,
Dhaka,Dhamrai,Dhamrai,1350,Yes,No,100,115,130,1%,,
Gazipur,Gazipur Sadar,Gazipur Sadar,1700,Yes,No,100,115,130,1%,,
Gazipur,Kaliakoir,Kaliakoir,1751,Yes,No,100,115,130,1%,,
Gazipur,Kaliganj(Gazipur),Kaliganj(Gazipur),1720,Yes,No,100,115,130,1%,,
Gazipur,Kapasia,Kapasia,1730,Yes,No,100,115,130,1%,,
Gazipur,Sreepur(Gazipur),Sreepur(Gazipur),1740,Yes,No,100,115,130,1%,,
Narayanganj,Araihazar,Araihazar,1450,Yes,No,100,115,130,1%,,
Narayanganj,Bandar (Narayanganj),Bandar (Narayanganj),1410,Yes,No,100,115,130,1%,,
Narayanganj,Narayanganj Sadar,Narayanganj Sadar,1400,Yes,No,100,115,130,1%,,
Narayanganj,Rupganj,Rupganj,1460,Yes,No,100,115,130,1%,,
Narayanganj,Sonargaon,Sonargaon,1430,Yes,No,100,115,130,1%,,
Narayanganj,Siddhirganj,Siddhirganj,1430,Yes,No,100,115,130,1%,,
Narayanganj,Fatullah,Fatullah,1420,Yes,No,100,115,130,1%,,
Dhaka,Kalatia,Kalatia,1313,Yes,No,100,115,130,1%,,
Dhaka,Baipayl,Baipayl,1349,Yes,No,100,115,130,1%,,
Dhaka,Birulia,Birulia,1343,Yes,No,100,115,130,1%,,
Dhaka,Dohar,Dohar,1333,Yes,No,130,160,190,1%,,
Dhaka,Nawabgonj (Dhaka),Nawabgonj (Dhaka),,Yes,No,130,160,190,1%,,
Faridpur,Alfadanga,Alfadanga,7870,Yes,No,130,160,190,1%,,
Faridpur,Bhanga,Bhanga,7830,Yes,No,130,160,190,1%,,
Faridpur,Boalmari,Boalmari,7860,Yes,No,130,160,190,1%,,
Faridpur,Char Bhadrasan,Char Bhadrasan,7810,Yes,No,130,160,190,1%,,
Faridpur,Faridpur Sadar,Faridpur Sadar,7800,Yes,No,130,160,190,1%,,
Faridpur,Madhukhali,Madhukhali,7850,Yes,No,130,160,190,1%,,
Faridpur,Nagarkanda,Nagarkanda,7840,Yes,No,130,160,190,1%,,
Faridpur,Sadarpur,Sadarpur,7820,Yes,No,130,160,190,1%,,
Faridpur,Saltha,Saltha,7860,Yes,No,130,160,190,1%,,
Gopalganj,Gopalganj Sadar,Gopalganj Sadar,8100,Yes,No,130,160,190,1%,,
Gopalganj,Kasiani,Kasiani,8130,Yes,No,130,160,190,1%,,
Gopalganj,Kotalipara,Kotalipara,8110,Yes,No,130,160,190,1%,,
Gopalganj,Maksudpur,Maksudpur,8140,Yes,No,130,160,190,1%,,
Gopalganj,Tungipara,Tungipara,8120,Yes,No,130,160,190,1%,,
Jamalpur,Bakshiganj,Bakshiganj,2140,Yes,No,130,160,190,1%,,
Jamalpur,Dewanganj,Dewanganj,2030,Yes,No,130,160,190,1%,,
Jamalpur,Islampur(Jamalpur),Islampur(Jamalpur),2020,Yes,No,130,160,190,1%,,
Jamalpur,Jamalpur Sadar,Jamalpur Sadar,2000,Yes,No,130,160,190,1%,,
Jamalpur,Madarganj,Madarganj,2040,Yes,No,130,160,190,1%,,
Jamalpur,Melandah,Melandah,2010,Yes,No,130,160,190,1%,,
Jamalpur,Sharishabari,Sharishabari,2050,Yes,No,130,160,190,1%,,
Kishoreganj,Austogram,Austogram,2380,Yes,No,130,160,190,1%,,
Kishoreganj,Bajitpur,Bajitpur,2336,Yes,No,130,160,190,1%,,
Kishoreganj,Bhairab,Bhairab,2350,Yes,No,130,160,190,1%,,
Kishoreganj,Hosainpur,Hosainpur,2320,Yes,No,130,160,190,1%,,
Kishoreganj,Itna,Itna,2390,Yes,No,130,160,190,1%,,
Kishoreganj,Karimganj,Karimganj,2310,Yes,No,130,160,190,1%,,
Kishoreganj,Katiadi,Katiadi,2330,Yes,No,130,160,190,1%,,
Kishoreganj,Kishoreganj Sadar,Kishoreganj Sadar,2300,Yes,No,130,160,190,1%,,
Kishoreganj,Kuliarchar,Kuliarchar,2340,Yes,No,130,160,190,1%,,
Kishoreganj,Mithamain,Mithamain,2370,Yes,No,130,160,190,1%,,
Kishoreganj,Nikli,Nikli,2360,Yes,No,130,160,190,1%,,
Kishoreganj,Pakundia,Pakundia,2326,Yes,No,130,160,190,1%,,
Kishoreganj,Tarail,Tarail,2316,Yes,No,130,160,190,1%,,
Madaripur,Kalkini,Kalkini,7920,Yes,No,130,160,190,1%,,
Madaripur,Madaripur Sadar,Madaripur Sadar,7900,Yes,No,130,160,190,1%,,
Madaripur,Rajoir,Rajoir,7910,Yes,No,130,160,190,1%,,
Madaripur,Shibchar,Shibchar,7900,Yes,No,130,160,190,1%,,
Manikganj,Daulatpur(Manikganj),Daulatpur(Manikganj),1860,Yes,No,130,160,190,1%,,
Manikganj,Ghior,Ghior,1840,Yes,No,130,160,190,1%,,
Manikganj,Harirampur (Manikganj),Harirampur (Manikganj),1850,Yes,No,130,160,190,1%,,
Manikganj,Manikganj Sadar,Manikganj Sadar,1800,Yes,No,130,160,190,1%,,
Manikganj,Saturia,Saturia,1810,Yes,No,130,160,190,1%,,
Manikganj,Shibalaya,Shibalaya,1850,Yes,No,130,160,190,1%,,
Manikganj,Singair,Singair,1820,Yes,No,130,160,190,1%,,
Munshiganj,Gazaria,Gazaria,8332,Yes,No,130,160,190,1%,,
Munshiganj,Lauhajang,Lauhajang,1530,Yes,No,130,160,190,1%,,
Munshiganj,Munshiganj Sadar,Munshiganj Sadar,1500,Yes,No,130,160,190,1%,,
Munshiganj,Serajdikhan,Serajdikhan,1540,Yes,No,130,160,190,1%,,
Munshiganj,Sreenagar,Sreenagar,1550,Yes,No,130,160,190,1%,,
Munshiganj,Tangibari,Tangibari,1520,Yes,No,130,160,190,1%,,
Mymensingh,Bhaluka,Bhaluka,2240,Yes,No,130,160,190,1%,,
Mymensingh,Dhubaura,Dhubaura,2416,Yes,No,130,160,190,1%,,
Mymensingh,Fulbaria (Mymensingh,Fulbaria (Mymensingh,2216,Yes,No,130,160,190,1%,,
Mymensingh,Fulpur,Fulpur,2250,Yes,No,130,160,190,1%,,
Mymensingh,Goffargaon,Goffargaon,2230,Yes,No,130,160,190,1%,,
Mymensingh,Gouripur,Gouripur,2270,Yes,No,130,160,190,1%,,
Mymensingh,Haluaghat,Haluaghat,2260,Yes,No,130,160,190,1%,,
Mymensingh,Iswarganj,Iswarganj,2280,Yes,No,130,160,190,1%,,
Mymensingh,Mymensingh Sadar,Mymensingh Sadar,2200,Yes,No,130,160,190,1%,,
Mymensingh,Muktagacha,Muktagacha,2210,Yes,No,130,160,190,1%,,
Mymensingh,Nandail,Nandail,2290,Yes,No,130,160,190,1%,,
Mymensingh,Trishal,Trishal,2220,Yes,No,130,160,190,1%,,
Norshingdi,Belabo,Belabo,1640,Yes,No,130,160,190,1%,,
Norshingdi,Monohardi,Monohardi,1650,Yes,No,130,160,190,1%,,
Norshingdi,Norshingdi Sadar,Norshingdi Sadar,1600,Yes,No,130,160,190,1%,,
Norshingdi,Palash,Palash,1610,Yes,No,130,160,190,1%,,
Norshingdi,Raipura,Raipura,1630,Yes,No,130,160,190,1%,,
Norshingdi,Shibpur,Shibpur,1620,Yes,No,130,160,190,1%,,
Netrokona,Atpara,Atpara,2470,Yes,No,130,160,190,1%,,
Netrokona,Barhatta,Barhatta,2440,Yes,No,130,160,190,1%,,
Netrokona,Durgapur(Netrokona),Durgapur(Netrokona),3848,Yes,No,130,160,190,1%,,
Netrokona,Kalmakanda,Kalmakanda,2430,Yes,No,130,160,190,1%,,
Netrokona,Kendua,Kendua,2480,Yes,No,130,160,190,1%,,
Netrokona,Khaliajuri,Khaliajuri,2460,Yes,No,130,160,190,1%,,
Netrokona,Madan,Madan,2490,Yes,No,130,160,190,1%,,
Netrokona,Mohanganj,Mohanganj,2446,Yes,No,130,160,190,1%,,
Netrokona,Netrokona Sadar,Netrokona Sadar,2400,Yes,No,130,160,190,1%,,
Netrokona,Purbadhala,Purbadhala,2410,Yes,No,130,160,190,1%,,
Rajbari,Baliakandi,Baliakandi,7730,Yes,No,130,160,190,1%,,
Rajbari,Goalunda,Goalunda,7710,Yes,No,130,160,190,1%,,
Rajbari,Pangsha,Pangsha,7720,Yes,No,130,160,190,1%,,
Rajbari,Rajbari Sadar,Rajbari Sadar,7700,Yes,No,130,160,190,1%,,
Rajbari,Kalukhali,Kalukhali,7720,Yes,No,130,160,190,1%,,
Shariatpur,Bhedarganj,Bhedarganj,8030,Yes,No,130,160,190,1%,,
Shariatpur,Damudiya,Damudiya,8040,Yes,No,130,160,190,1%,,
Shariatpur,Gosairhat,Gosairhat,8050,Yes,No,130,160,190,1%,,
Shariatpur,Zajira,Zajira,8010,Yes,No,130,160,190,1%,,
Shariatpur,Naria,Naria,8020,Yes,No,130,160,190,1%,,
Shariatpur,Shariatpur Sadar,Shariatpur Sadar,8000,Yes,No,130,160,190,1%,,
Sherpur,Jhenaigati,Jhenaigati,2120,Yes,No,130,160,190,1%,,
Sherpur,Nakla,Nakla,2150,Yes,No,130,160,190,1%,,
Sherpur,Nalitabari,Nalitabari,2110,Yes,No,130,160,190,1%,,
Sherpur,Sherpur Sadar,Sherpur Sadar,2100,Yes,No,130,160,190,1%,,
Sherpur,Sribordi,Sribordi,2130,Yes,No,130,160,190,1%,,
Tangail,Bashail,Bashail,1920,Yes,No,130,160,190,1%,,
Tangail,Bhuapur,Bhuapur,1960,Yes,No,130,160,190,1%,,
Tangail,Delduar,Delduar,1910,Yes,No,130,160,190,1%,,
Tangail,Ghatail,Ghatail,1980,Yes,No,130,160,190,1%,,
Tangail,Gopalpur (Tangail),Gopalpur (Tangail),1990,Yes,No,130,160,190,1%,,
Tangail,Kalihati,Kalihati,1970,Yes,No,130,160,190,1%,,
Tangail,Mirzapur,Mirzapur,1940,Yes,No,130,160,190,1%,,
Tangail,Modhupur,Modhupur,1996,Yes,No,130,160,190,1%,,
Tangail,Nagarpur,Nagarpur,1936,Yes,No,130,160,190,1%,,
Tangail,Shakhipur,Shakhipur,1950,Yes,No,130,160,190,1%,,
Tangail,Tangail Sadar,Tangail Sadar,1900,Yes,No,130,160,190,1%,,
Tangail,Dhanbari,Dhanbari,1997,Yes,No,130,160,190,1%,,
Bagerhat,Bagerhat Sadar,Bagerhat Sadar,9300,Yes,No,130,160,190,1%,,
Bagerhat,Chitalmari,Chitalmari,9360,Yes,No,130,160,190,1%,,
Bagerhat,Fakirhat (Bagerhat),Fakirhat (Bagerhat),9370,Yes,No,130,160,190,1%,,
Bagerhat,Kachua(Bagerhat),Kachua(Bagerhat),3630,Yes,No,130,160,190,1%,,
Bagerhat,Mollarhat,Mollarhat,9380,Yes,No,130,160,190,1%,,
Bagerhat,Mongla,Mongla,9351,Yes,No,130,160,190,1%,,
Bagerhat,Morelganj,Morelganj,9320,Yes,No,130,160,190,1%,,
Bagerhat,Rampal,Rampal,9340,Yes,No,130,160,190,1%,,
Bagerhat,Sarankhola,Sarankhola,9311,Yes,No,130,160,190,1%,,
Chuadanga,Alamdanga,Alamdanga,7210,Yes,No,130,160,190,1%,,
Chuadanga,Chuadanga Sadar,Chuadanga Sadar,7200,Yes,No,130,160,190,1%,,
Chuadanga,Damurhuda,Damurhuda,7220,Yes,No,130,160,190,1%,,
Chuadanga,Jibannagar,Jibannagar,7200,Yes,No,130,160,190,1%,,
Jessore,Noapara,Noapara,7462,Yes,No,130,160,190,1%,,
Jessore,Bagherpara,Bagherpara,7470,Yes,No,130,160,190,1%,,
Jessore,Chowgacha,Chowgacha,7410,Yes,No,130,160,190,1%,,
Jessore,Jessore Sadar,Jessore Sadar,7400,Yes,No,130,160,190,1%,,
Jessore,Jhikargacha,Jhikargacha,7420,Yes,No,130,160,190,1%,,
Jessore,Keshabpur,Keshabpur,7450,Yes,No,130,160,190,1%,,
Jessore,Manirampur,Manirampur,7440,Yes,No,130,160,190,1%,,
Jessore,Sharsha,Sharsha,7430,Yes,No,130,160,190,1%,,
Jhenaidah,Kotchandpur,Kotchandpur,7330,Yes,No,130,160,190,1%,,
Jhenaidah,Harinakunda,Harinakunda,7310,Yes,No,130,160,190,1%,,
Jhenaidah,Jhenaidah Sadar,Jhenaidah Sadar,7300,Yes,No,130,160,190,1%,,
Jhenaidah,Kaliganj(Jhenaidah),Kaliganj(Jhenaidah),1720,Yes,No,130,160,190,1%,,
Jhenaidah,Moheshpur,Moheshpur,7340,Yes,No,130,160,190,1%,,
Jhenaidah,Shailkupa,Shailkupa,7320,Yes,No,130,160,190,1%,,
Khulna,Batiaghata,Batiaghata,9260,Yes,No,130,160,190,1%,,
Khulna,Dacope,Dacope,9271,Yes,No,130,160,190,1%,,
Khulna,Dighalia,Dighalia,9220,Yes,No,130,160,190,1%,,
Khulna,Dumuria,Dumuria,9250,Yes,No,130,160,190,1%,,
Khulna,Phultala,Phultala,9210,Yes,No,130,160,190,1%,,
Khulna,Koira,Koira,,Yes,No,130,160,190,1%,,
Khulna,Paikgacha,Paikgacha,9280,Yes,No,130,160,190,1%,,
Khulna,Rupsa,Rupsa,9241,Yes,No,130,160,190,1%,,
Khulna,Khalispur,Khalispur,9000,Yes,No,130,160,190,1%,,
Khulna,Sonadanga,Sonadanga,9100,Yes,No,130,160,190,1%,,
Khulna,Khan jahan ali ,Khan jahan ali ,9222,Yes,No,130,160,190,1%,,
Khulna,Doulatpur,Doulatpur,9202,Yes,No,130,160,190,1%,,
Khulna,Terokhada,Terokhada,9230,Yes,No,130,160,190,1%,,
Kushtia,Bheramara,Bheramara,7040,Yes,No,130,160,190,1%,,
Kushtia,Daulatpur (Kushtia),Daulatpur (Kushtia),7050,Yes,No,130,160,190,1%,,
Kushtia,Khoksha,Khoksha,7021,Yes,No,130,160,190,1%,,
Kushtia,Kumarkhali,Kumarkhali,7010,Yes,No,130,160,190,1%,,
Kushtia,Kushtia Sadar,Kushtia Sadar,7000,Yes,No,130,160,190,1%,,
Kushtia,Mirpur (Kushtia),Mirpur (Kushtia),7030,Yes,No,130,160,190,1%,,
Magura,Magura Sadar,Magura Sadar,7600,Yes,No,130,160,190,1%,,
Magura,Mohammadpur (Magura),Mohammadpur (Magura),7630,Yes,No,130,160,190,1%,,
Magura,Shalikha,Shalikha,,Yes,No,130,160,190,1%,,
Magura,Sreepur (Magura),Sreepur (Magura),7610,Yes,No,130,160,190,1%,,
Meherpur,Gangni,Gangni,7110,Yes,No,130,160,190,1%,,
Meherpur,Meherpur Sadar,Meherpur Sadar,7100,Yes,No,130,160,190,1%,,
Meherpur,Mujibnagar,Mujibnagar,7102,Yes,No,130,160,190,1%,,
Narail,Kalia,Kalia,7520,Yes,No,130,160,190,1%,,
Narail,Lohagara(Narail),Lohagara(Narail),7511,Yes,No,130,160,190,1%,,
Narail,Narail Sadar,Narail Sadar,7500,Yes,No,130,160,190,1%,,
Satkhira,Assasuni,Assasuni,9460,Yes,No,130,160,190,1%,,
Satkhira,Debhata,Debhata,9430,Yes,No,130,160,190,1%,,
Satkhira,Kaliganj(Satkhira),Kaliganj(Satkhira),9440,Yes,No,130,160,190,1%,,
Satkhira,Kolaroa,Kolaroa,9410,Yes,No,130,160,190,1%,,
Satkhira,Satkhira Sadar,Satkhira Sadar,9400,Yes,No,130,160,190,1%,,
Satkhira,Shyamnagar,Shyamnagar,9450,Yes,No,130,160,190,1%,,
Satkhira,Tala,Tala,9420,Yes,No,130,160,190,1%,,
Bogra,Adamdighi (Bogra),Adamdighi (Bogra),5890,Yes,No,130,160,190,1%,,
Bogra,Bogra Sadar,Bogra Sadar,5800,Yes,No,130,160,190,1%,,
Bogra,Dhunot,Dhunot,5850,Yes,No,130,160,190,1%,,
Bogra,Dhubchanchia,Dhubchanchia,5880,Yes,No,130,160,190,1%,,
Bogra,Gabtali,Gabtali,5820,Yes,No,130,160,190,1%,,
Bogra,Kahaloo,Kahaloo,5870,Yes,No,130,160,190,1%,,
Bogra,Nandigram,Nandigram,5860,Yes,No,130,160,190,1%,,
Bogra,Sariakandi,Sariakandi,5830,Yes,No,130,160,190,1%,,
Bogra,Sherpur (Bogra),Sherpur (Bogra),5840,Yes,No,130,160,190,1%,,
Bogra,Shibganj ( Bogra ),Shibganj ( Bogra ),2231,Yes,No,130,160,190,1%,,
Bogra,Sonatola,Sonatola,5826,Yes,No,130,160,190,1%,,
Bogra,Shajahanpur Bogura,Shajahanpur Bogura,,Yes,No,130,160,190,1%,,
Chapai Nawabganj,Bholahat,Bholahat,6330,Yes,No,130,160,190,1%,,
Chapai Nawabganj,Gomastapur,Gomastapur,6321,Yes,No,130,160,190,1%,,
Chapai Nawabganj,Nachole,Nachole,6310,Yes,No,130,160,190,1%,,
Chapai Nawabganj,Nawabganj Sadar,Nawabganj Sadar,6300,Yes,No,130,160,190,1%,,
Chapai Nawabganj,Shipganj ( Chapai ),Shipganj ( Chapai ),6340,Yes,No,130,160,190,1%,,
Joypurhat,Akkelpur,Akkelpur,5940,Yes,No,130,160,190,1%,,
Joypurhat,Joypurhat Sadar,Joypurhat Sadar,5900,Yes,No,130,160,190,1%,,
Joypurhat,Kalai,Kalai,5930,Yes,No,130,160,190,1%,,
Joypurhat,Khetlal,Khetlal,5920,Yes,No,130,160,190,1%,,
Joypurhat,Panchbibi,Panchbibi,5910,Yes,No,130,160,190,1%,,
Naogaon,Atrai,Atrai,,Yes,No,130,160,190,1%,,
Naogaon,Badalgachi,Badalgachi,6570,Yes,No,130,160,190,1%,,
Naogaon,Dhamoirhat,Dhamoirhat,6580,Yes,No,130,160,190,1%,,
Naogaon,Manda(Naogaon),Manda(Naogaon),6511,Yes,No,130,160,190,1%,,
Naogaon,Mahadebpur,Mahadebpur,6530,Yes,No,130,160,190,1%,,
Naogaon,Naogaon Sadar,Naogaon Sadar,6500,Yes,No,130,160,190,1%,,
Naogaon,Niamatpur,Niamatpur,6520,Yes,No,130,160,190,1%,,
Naogaon,Patnitala,Patnitala,6540,Yes,No,130,160,190,1%,,
Naogaon,Porsha,Porsha,6551,Yes,No,130,160,190,1%,,
Naogaon,Raninagar,Raninagar,6590,Yes,No,130,160,190,1%,,
Naogaon,Shapahar,Shapahar,6560,Yes,No,130,160,190,1%,,
Natore,Baghatipara,Baghatipara,6433,Yes,No,130,160,190,1%,,
Natore,Baraigram,Baraigram,6432,Yes,No,130,160,190,1%,,
Natore,Gurudaspur,Gurudaspur,6440,Yes,No,130,160,190,1%,,
Natore,Lalpur,Lalpur,6421,Yes,No,130,160,190,1%,,
Natore,Natore Sadar,Natore Sadar,6400,Yes,No,130,160,190,1%,,
Natore,Singra,Singra,6450,Yes,No,130,160,190,1%,,
Pabna,Atgharia,Atgharia,,Yes,No,130,160,190,1%,,
Pabna,Bera,Bera,6680,Yes,No,130,160,190,1%,,
Pabna,Bhangura,Bhangura,6640,Yes,No,130,160,190,1%,,
Pabna,Chatmohar,Chatmohar,6630,Yes,No,130,160,190,1%,,
Pabna,Faridpur ( Pabna ),Faridpur ( Pabna ),6650,Yes,No,130,160,190,1%,,
Pabna,Iswardi,Iswardi,6620,Yes,No,130,160,190,1%,,
Pabna,Pabna Sadar,Pabna Sadar,6600,Yes,No,130,160,190,1%,,
Pabna,Santhia,Santhia,6670,Yes,No,130,160,190,1%,,
Pabna,Sujanagar,Sujanagar,6660,Yes,No,130,160,190,1%,,
Rajshahi,Bagha,Bagha,6281,Yes,No,130,160,190,1%,,
Rajshahi,Bagmara (Rajshahi),Bagmara (Rajshahi),6250,Yes,No,130,160,190,1%,,
Rajshahi,Charghat,Charghat,6270,Yes,No,130,160,190,1%,,
Rajshahi,Durgapur(Rajshahi),Durgapur(Rajshahi),6240,Yes,No,130,160,190,1%,,
Rajshahi,Godagari,Godagari,6290,Yes,No,130,160,190,1%,,
Rajshahi,Mohanpur,Mohanpur,6220,Yes,No,130,160,190,1%,,
Rajshahi,Paba,Paba,6213,Yes,No,130,160,190,1%,,
Rajshahi,Putia,Putia,6260,Yes,No,130,160,190,1%,,
Rajshahi,Tanore,Tanore,6230,Yes,No,130,160,190,1%,,
Rajshahi,Sadar,Sadar,6000,Yes,No,130,160,190,1%,,
Sirajganj,Belkuchi,Belkuchi,6740,Yes,No,130,160,190,1%,,
Sirajganj,Chowhali,Chowhali,6770,Yes,No,130,160,190,1%,,
