District,Thana,Area,Post Code,Home Delivery,Lockdown,Charge(1kg),Charge(2kg),Charge(3kg),COD Charge,
Dhaka,Dhaka,Namapara-Khilkhet,,Yes,No,60,75,90,0%,
Dhaka,Dhaka,Ahalia-Uttara,,Yes,No,60,75,90,0%,
Dhaka,Dhaka,Ainusbag-Dakshinkhan,,Yes,No,60,75,90,0%,
Dhaka,Dhaka,Diabari,,Yes,No,60,75,90,0%,
Dhaka,Dhaka,Habib Market-Uttara,,Yes,No,60,75,90,0%,
Dhaka,Dhaka,Pakuria-Uttara,,Yes,No,60,75,90,0%,
Dhaka,Dhaka,Aftab Nagar,,Yes,No,60,75,90,0%,
Dhaka,Dhaka,Gulbagh,,Yes,No,60,75,90,0%,
Dhaka,Dhaka,Meradiya Bazar,,Yes,No,60,75,90,0%,
Dhaka,Dhaka,Mirbagh,,Yes,No,60,75,90,0%,
Dhaka,Dhaka,Modhubagh,,Yes,No,60,75,90,0%,
Dhaka,Dhaka,Rampura TV center,,Yes,No,60,75,90,0%,
Dhaka,Dhaka,TV gate,,Yes,No,60,75,90,0%,
Dhaka,Dhaka,Ulan road,,Yes,No,60,75,90,0%,
Dhaka,Dhaka,Mirpur 10,,Yes,No,60,75,90,0%,
Dhaka,Dhaka,Gudaraghat-Mirpur,,Yes,No,60,75,90,0%,
Dhaka,Dhaka,Namapara-Mirpur,,Yes,No,60,75,90,0%,
Dhaka,Dhaka,Oxygen,,Yes,No,60,75,90,0%,
Dhaka,Dhaka,Technical,,Yes,No,60,75,90,0%,
Dhaka,Dhaka,Mirpur 13 /14 / 15,,Yes,No,60,75,90,0%,
Dhaka,Dhaka,Benaroshi Polli,,Yes,No,60,75,90,0%,
Dhaka,Dhaka,Beribadh-Mirpur,,Yes,No,60,75,90,0%,
Dhaka,Dhaka,Buddhijibi Road,,Yes,No,60,75,90,0%,
Dhaka,Dhaka,Purobi Cinema Hall,,Yes,No,60,75,90,0%,
Dhaka,Dhaka,Mondir-Mirpur,,Yes,No,60,75,90,0%,
Dhaka,Dhaka,Palasnagor,,Yes,No,60,75,90,0%,
Dhaka,Dhaka,Purobi,,Yes,No,60,75,90,0%,
Dhaka,Dhaka,Rupnagor,,Yes,No,60,75,90,0%,
Dhaka,Dhaka,Senpara,,Yes,No,60,75,90,0%,
Dhaka,Dhaka,BRTA,,Yes,No,60,75,90,0%,
Dhaka,Dhaka,Zoo,,Yes,No,60,75,90,0%,
Dhaka,Dhaka,Niketon Bazar,987,Yes,No,60,75,90,0%,
Dhaka,Dhaka,No area,,Yes,No,60,75,90,0%,
Dhaka,Dhaka,Eastern Housing (Pallabi),,Yes,No,60,75,90,0%,
Dhaka,Dhaka,Jahangir Gate,,Yes,No,60,75,90,0%,
Dhaka,Dhaka,Nijhum gate,,Yes,No,60,75,90,0%,
Dhaka,Dhaka,BAF Bashar (Dhaka cantonment) ,,Yes,No,60,75,90,0%,
Dhaka,Dhaka,Zia Colony,,Yes,No,60,75,90,0%,
Dhaka,Dhaka,MES colony,,Yes,No,60,75,90,0%,
Dhaka,Dhaka,Arambag (Mirpur),,Yes,No,60,75,90,0%,
Dhaka,Dhaka,Nazimuddin Road (Puran Dhaka),,Yes,No,60,75,90,0%,
Dhaka,Dhaka,Nazimuddin Road (Malibag),,Yes,No,60,75,90,0%,
Dhaka,Dhaka,Kodomtoli (Jatrabari),,Yes,No,60,75,90,0%,
Dhaka,Dhaka,SDA,,Yes,No,60,75,90,0%,
Dhaka,Dhaka,Mirpur 60 feet,1216,Yes,No,60,75,90,0%,
Dhaka,Dhaka,Banasree Block - A,,Yes,No,60,75,90,0%,
Dhaka,Dhaka,Banasree Block - B,,Yes,No,60,75,90,0%,
Dhaka,Dhaka,Banasree Block - C,,Yes,No,60,75,90,0%,
Dhaka,Dhaka,Banasree Block - D,,Yes,No,60,75,90,0%,
Dhaka,Dhaka,Banasree Block - E,,Yes,No,60,75,90,0%,
Dhaka,Dhaka,Banasree Block - F,,Yes,No,60,75,90,0%,
Dhaka,Dhaka,Banasree Block - G,,Yes,No,60,75,90,0%,
Dhaka,Dhaka,Banasree Block - H,,Yes,No,60,75,90,0%,
Dhaka,Dhaka,Banasree Block - I,,Yes,No,60,75,90,0%,
Dhaka,Dhaka,Banasree Block - J,,Yes,No,60,75,90,0%,
Dhaka,Dhaka,Banasree Block - K,,Yes,No,60,75,90,0%,
Dhaka,Dhaka,Banasree Block - L,,Yes,No,60,75,90,0%,
Dhaka,Dhaka,Banasree Block - M,,Yes,No,60,75,90,0%,
Dhaka,Dhaka,Banasree Block - N,,Yes,No,60,75,90,0%,
Dhaka,Dhaka,Uttara Sector - 1,,Yes,No,60,75,90,0%,
Dhaka,Dhaka,Uttara Sector - 2,,Yes,No,60,75,90,0%,
Dhaka,Dhaka,Uttara Sector - 6,,Yes,No,60,75,90,0%,
Dhaka,Dhaka,Uttara Sector - 8,,Yes,No,60,75,90,0%,
Dhaka,Dhaka,Uttara Sector - 10,,Yes,No,60,75,90,0%,
Dhaka,Dhaka,Uttara Sector - 12,,Yes,No,60,75,90,0%,
Dhaka,Dhaka,Uttara Sector - 13,,Yes,No,60,75,90,0%,
Dhaka,Dhaka,Uttara Sector - 15,,Yes,No,60,75,90,0%,
Dhaka,Dhaka,Dhanmondi - Rd 1,,Yes,No,60,75,90,0%,
Dhaka,Dhaka,Dhanmondi - Rd 2,,Yes,No,60,75,90,0%,
Dhaka,Dhaka,Dhanmondi - Rd 4,,Yes,No,60,75,90,0%,
Dhaka,Dhaka,Dhanmondi - Rd 4A,,Yes,No,60,75,90,0%,
Dhaka,Dhaka,Dhanmondi - Rd 6,,Yes,No,60,75,90,0%,
Dhaka,Dhaka,Dhanmondi - Rd 6,,Yes,No,60,75,90,0%,
Dhaka,Dhaka,Dhanmondi - Rd 3A,,Yes,No,60,75,90,0%,
Dhaka,Dhaka,Dhanmondi - Rd 6A,,Yes,No,60,75,90,0%,
Dhaka,Dhaka,Dhanmondi - Rd 8,,Yes,No,60,75,90,0%,
Dhaka,Dhaka,Dhanmondi - Rd 8A,,Yes,No,60,75,90,0%,
Dhaka,Dhaka,Dhanmondi - Rd 9,,Yes,No,60,75,90,0%,
Dhaka,Dhaka,Dhanmondi - Rd 9A,,Yes,No,60,75,90,0%,
Dhaka,Dhaka,Dhanmondi - Rd 10,,Yes,No,60,75,90,0%,
Dhaka,Dhaka,Dhanmondi - Rd 12,,Yes,No,60,75,90,0%,
Dhaka,Dhaka,Dhanmondi - Rd 12A,,Yes,No,60,75,90,0%,
Dhaka,Dhaka,Dhanmondi - Rd 15,,Yes,No,60,75,90,0%,
Dhaka,Dhaka,Dhanmondi - Rd 15 A,,Yes,No,60,75,90,0%,
Dhaka,Dhaka,Dhanmondi - Rd 27,,Yes,No,60,75,90,0%,
Dhaka,Dhaka,Dhanmondi - Rd 28,,Yes,No,60,75,90,0%,
Dhaka,Dhaka,Dhanmondi - Rd 29,,Yes,No,60,75,90,0%,
Dhaka,Dhaka,Zafrabad,,Yes,No,60,75,90,0%,
Dhaka,Dhaka,Sadek Khan Road,,Yes,No,60,75,90,0%,
Dhaka,Dhaka,Sher e Bangla Road,,Yes,No,60,75,90,0%,
Dhaka,Dhaka,Katasur,,Yes,No,60,75,90,0%,
Dhaka,Dhaka,Dhanmondi Staff Quarter,,Yes,No,60,75,90,0%,
Dhaka,Dhaka,Uttara Sector - 16,,Yes,No,60,75,90,0%,
Dhaka,Dhaka,Uttara Sector - 17,,Yes,No,60,75,90,0%,
Dhaka,Dhaka,Uttara Sector - 18,,Yes,No,60,75,90,0%,
Dhaka,Dhaka,Arshinagar,,Yes,No,60,75,90,0%,
Dhaka,Dhaka,Washpur,,Yes,No,60,75,90,0%,
Dhaka,Dhaka,Garden City,,Yes,No,60,75,90,0%,
Dhaka,Dhaka,Boddhovumi,,Yes,No,60,75,90,0%,
Dhaka,Dhaka,Mirpur - 6,,Yes,No,60,75,90,0%,
Dhaka,Dhaka,Mirpur - 7,,Yes,No,60,75,90,0%,
Dhaka,Dhaka,Mirpur - 11,,Yes,No,60,75,90,0%,
Dhaka,Dhaka,Mirpur - 11.5,,Yes,No,60,75,90,0%,
Dhaka,Dhaka,Mirpur - 12,,Yes,No,60,75,90,0%,
Dhaka,Dhaka,Mirpur - 13,,Yes,No,60,75,90,0%,
Dhaka,Dhaka,Mirpur - 15,,Yes,No,60,75,90,0%,
Dhaka,Dhaka,Mirpur - 14,,Yes,No,60,75,90,0%,
Munshiganj,Munshiganj,Mirkadim (Munshiganj),,Yes,No,60,75,90,0%,
Dhaka,Dhaka,Nikunja 2,,Yes,No,60,75,90,0%,
Gazipur,Gazipur,Jalsukha (Gazipur),,Yes,No,60,75,90,0%,
Dhaka,Dhaka,Savar,1348,Yes,No,100,115,130,1%,
Dhaka,Dhaka,Savar Cantonment,1348,Yes,No,100,115,130,1%,
Gazipur,Gazipur,Tongi,1700,Yes,No,100,115,130,1%,
Dhaka,Dhaka,Demra,1360,Yes,No,100,115,130,1%,
Dhaka,Dhaka,Ashulia,1341,Yes,No,100,115,130,1%,
Dhaka,Dhaka,Amin Bazar,1348,Yes,No,100,115,130,1%,
Dhaka,Dhaka,Kamrangichar,1211,Yes,No,100,115,130,1%,
Dhaka,Dhaka,Keranigonj,1310,Yes,No,100,115,130,1%,
Dhaka,Dhaka,Dhamrai,1350,Yes,No,100,115,130,1%,
Gazipur,Gazipur,Chowrasta (Gazipur),1700,Yes,No,100,115,130,1%,
Gazipur,Gazipur,Kaliakoir,1751,Yes,No,100,115,130,1%,
Gazipur,Gazipur,Kaliganj(Gazipur),1700,Yes,No,100,115,130,1%,
Gazipur,Gazipur,Kapasia,1730,Yes,No,100,115,130,1%,
Gazipur,Gazipur,Sreepur(Gazipur),1740,Yes,No,100,115,130,1%,
Narayanganj,Narayanganj,Araihazar,1450,Yes,No,100,115,130,1%,
Narayanganj,Narayanganj,Bandar (Narayanganj),1410,Yes,No,100,115,130,1%,
Narayanganj,Narayanganj,Chashara (Narayanganj),1400,Yes,No,100,115,130,1%,
Narayanganj,Narayanganj,Rupganj,1460,Yes,No,100,115,130,1%,
Narayanganj,Narayanganj,Sonargaon,1430,Yes,No,100,115,130,1%,
Narayanganj,Narayanganj,Siddhirganj,1430,Yes,No,100,115,130,1%,
Narayanganj,Narayanganj,Fatullah,1420,Yes,No,100,115,130,1%,
Dhaka,Dhaka,Kalatia,1313,Yes,No,100,115,130,1%,
Dhaka,Dhaka,Baipayl,1349,Yes,No,100,115,130,1%,
Dhaka,Dhaka,Birulia,1343,Yes,No,100,115,130,1%,
Narayanganj,Narayanganj,Shanarpar (Narayanganj),1400,Yes,No,100,115,130,1%,
Dhaka,Dhaka,Amin Bazar,,Yes,No,100,115,130,1%,
Dhaka,Dhaka,Kathuria,,Yes,No,100,115,130,1%,
Dhaka,Dhaka,Goljarbag,,Yes,No,100,115,130,1%,
Dhaka,Dhaka,Nazirabag,,Yes,No,100,115,130,1%,
Dhaka,Dhaka,Kaliganj - Keraniganj,,Yes,No,100,115,130,1%,
Dhaka,Dhaka,Nazarganj,,Yes,No,100,115,130,1%,
Dhaka,Dhaka,Zinzira,,Yes,No,100,115,130,1%,
Dhaka,Dhaka,Auchpara,,Yes,No,100,115,130,1%,
Dhaka,Dhaka,Cherag Ali,,Yes,No,100,115,130,1%,
Dhaka,Dhaka,Tongi Bazar (Dhaka),,Yes,No,100,115,130,1%,
Narayanganj,Narayanganj,Bhuigarh-Narayangonj,,Yes,No,100,115,130,1%,
Dhaka,Dhaka,Hasnabad,,Yes,No,100,115,130,1%,
Dhaka,Dhaka,Khairtail,,Yes,No,100,115,130,1%,
Dhaka,Dhaka,Bonomala,,Yes,No,100,115,130,1%,
Dhaka,Dhaka,Morkun,,Yes,No,100,115,130,1%,
Dhaka,Dhaka,Bhadam,,Yes,No,100,115,130,1%,
Dhaka,Dhaka,Boro Dewra Dakkhin Para,,Yes,No,100,115,130,1%,
Dhaka,Dhaka,Boardbazar,,Yes,No,100,115,130,1%,
Dhaka,Dhaka,Gazipura,,Yes,No,100,115,130,1%,
Dhaka,Dhaka,Hossain Market (Tongi),,Yes,No,100,115,130,1%,
Dhaka,Dhaka,Signboard (Gazipur),,Yes,No,100,115,130,1%,
Dhaka,Dhaka,Joydebpur,,Yes,No,100,115,130,1%,
Dhaka,Dhaka,Dhirasrom,,Yes,No,100,115,130,1%,
Dhaka,Dhaka,Dattapara Road,,Yes,No,100,115,130,1%,
Dhaka,Dhaka,Borobari,,Yes,No,100,115,130,1%,
Dhaka,Dhaka,Choidana,,Yes,No,100,115,130,1%,
Dhaka,Dhaka,Deger Chala,,Yes,No,100,115,130,1%,
Dhaka,Dhaka,Gazcha,,Yes,No,100,115,130,1%,
Dhaka,Dhaka,Hariken,,Yes,No,100,115,130,1%,
Dhaka,Dhaka,Khartail,,Yes,No,100,115,130,1%,
Dhaka,Dhaka,Majukhan,,Yes,No,100,115,130,1%,
Dhaka,Dhaka,Milgate,,Yes,No,100,115,130,1%,
Dhaka,Dhaka,National University,,Yes,No,100,115,130,1%,
Dhaka,Dhaka,Surtaranga,,Yes,No,100,115,130,1%,
Dhaka,Dhaka,Targach,,Yes,No,100,115,130,1%,
Dhaka,Dhaka,Boro Dewra,,Yes,No,100,115,130,1%,
Gazipur,Gazipur,Mawna,1740,Yes,No,100,115,130,1%,
Gazipur,Gazipur,Rajendrapur,1742,Yes,No,100,115,130,1%,
Gazipur,Gazipur,Bhawal Gazipur,1730,Yes,No,100,115,130,1%,
Gazipur,Gazipur,Vobanipur Gazipur,1730,Yes,No,100,115,130,1%,
Gazipur,Gazipur,Barmi Sreepur (Gazipur),1740,Yes,No,100,115,130,1%,
Gazipur,Gazipur,Fulbaria Gazipur,1750,Yes,No,100,115,130,1%,
Gazipur,Gazipur,Pubail,,Yes,No,100,115,130,1%,
Gazipur,Gazipur,Mirerbazar,,Yes,No,100,115,130,1%,
Gazipur,Gazipur,Ulokhola,,Yes,No,100,115,130,1%,
Gazipur,Gazipur,Modhumita,,Yes,No,100,115,130,1%,
Gazipur,Gazipur,Miraspara,,Yes,No,100,115,130,1%,
Gazipur,Gazipur,Pagar,,Yes,No,100,115,130,1%,
Gazipur,Gazipur,Jinumarket,,Yes,No,100,115,130,1%,
Gazipur,Gazipur,T & T(Gazipur),,Yes,No,100,115,130,1%,
Gazipur,Gazipur,Shilmun,,Yes,No,100,115,130,1%,
Gazipur,Gazipur,Mudafa,,Yes,No,100,115,130,1%,
Gazipur,Gazipur,Khapara,,Yes,No,100,115,130,1%,
Gazipur,Gazipur,Malakerbari,,Yes,No,100,115,130,1%,
Gazipur,Gazipur,Bypass Road (Gazipur),,Yes,No,100,115,130,1%,
Gazipur,Gazipur,Kodda,,Yes,No,100,115,130,1%,
Gazipur,Gazipur,Duet Road,,Yes,No,100,115,130,1%,
Gazipur,Gazipur,Shibbari,,Yes,No,100,115,130,1%,
Gazipur,Gazipur,Shimultoli,,Yes,No,100,115,130,1%,
Gazipur,Gazipur,Jorpukur,,Yes,No,100,115,130,1%,
Gazipur,Gazipur,Salna,,Yes,No,100,115,130,1%,
Gazipur,Gazipur,Porabari Bazar,,Yes,No,100,115,130,1%,
Gazipur,Gazipur,Dhaladia Gazipur,,Yes,No,100,115,130,1%,
Gazipur,Gazipur,Hotapara,,Yes,No,100,115,130,1%,
Gazipur,Gazipur,Bager bazar,,Yes,No,100,115,130,1%,
Gazipur,Gazipur,Member Bari Gazipur,,Yes,No,100,115,130,1%,
Gazipur,Gazipur,Gorgoria masterbari,,Yes,No,100,115,130,1%,
Gazipur,Gazipur,Mc Bazar,,Yes,No,100,115,130,1%,
Gazipur,Gazipur,Nayanpur Sreepur,,Yes,No,100,115,130,1%,
Gazipur,Gazipur,Konabari,,Yes,No,100,115,130,1%,
Gazipur,Gazipur,Mouchak Gazipur,,Yes,No,100,115,130,1%,
Gazipur,Gazipur,Kashempur,,Yes,No,100,115,130,1%,
Gazipur,Gazipur,Shafipur,,Yes,No,100,115,130,1%,
Gazipur,Gazipur,Joyna Bazar,,Yes,No,100,115,130,1%,
Gazipur,Gazipur,Pollibiddut Gazipur,,Yes,No,100,115,130,1%,
Gazipur,Gazipur,Chondra Gazipur,,Yes,No,100,115,130,1%,
Gazipur,Gazipur,Rajabari Sreepur,,Yes,No,100,115,130,1%,
Narayanganj,Narayanganj,Signboard (Narayanganj),,Yes,No,100,115,130,1%,
Narayanganj,Narayanganj,Jalkuri (Narayanganj),,Yes,No,100,115,130,1%,
Narayanganj,Narayanganj,Shibu Market (Narayanganj),,Yes,No,100,115,130,1%,
Narayanganj,Narayanganj,Chittagong Road (Narayanganj),,Yes,No,100,115,130,1%,
Dhaka,Dhaka,Basher pull (Demra),,Yes,No,100,115,130,1%,
Dhaka,Dhaka,Bamuail (Demra),,Yes,No,100,115,130,1%,
Dhaka,Dhaka,Sharuliya (Demra),,Yes,No,100,115,130,1%,
Dhaka,Dhaka,Rani mohol  (Demra),,Yes,No,100,115,130,1%,
Dhaka,Dhaka,Staffquater  (Demra),,Yes,No,100,115,130,1%,
Dhaka,Dhaka,Demra bazar  (Demra),,Yes,No,100,115,130,1%,
Dhaka,Dhaka,Hajinogar  (Demra),,Yes,No,100,115,130,1%,
Dhaka,Dhaka,Boxnagar  (Demra),,Yes,No,100,115,130,1%,
Dhaka,Dhaka,Badsha mia road  (Demra),,Yes,No,100,115,130,1%,
Dhaka,Dhaka,Muslimnagar  (Demra),,Yes,No,100,115,130,1%,
Gazipur,Gazipur,Vannara (Gazipur),,Yes,No,100,115,130,1%,
Gazipur,Gazipur,Sardarganj (Gazipur),,Yes,No,100,115,130,1%,
Gazipur,Gazipur,Sultan Market (Gazipur),,Yes,No,100,115,130,1%,
Gazipur,Gazipur,Baroipara (Gazipur),,Yes,No,100,115,130,1%,
Gazipur,Gazipur,Goailbari bazar (Gazipur),,Yes,No,100,115,130,1%,
Gazipur,Gazipur,Hatimara (Gazipur),,Yes,No,100,115,130,1%,
Gazipur,Gazipur,Sardagonj (Gazipur),,Yes,No,100,115,130,1%,
Gazipur,Gazipur,Ambagh (Gazipur),,Yes,No,100,115,130,1%,
Gazipur,Gazipur,Fulbaria bazar (Gazipur),,Yes,No,100,115,130,1%,
Gazipur,Gazipur,Madhobpur (Gazipur),,Yes,No,100,115,130,1%,
Gazipur,Gazipur,Kabirpur (Gazipur),,Yes,No,100,115,130,1%,
Gazipur,Gazipur,Walton high-tech (Gazipur),,Yes,No,100,115,130,1%,
Gazipur,Gazipur,Walton micro-tech (Gazipur),,Yes,No,100,115,130,1%,
Gazipur,Gazipur,Mollapara (Gazipur),,Yes,No,100,115,130,1%,
Gazipur,Gazipur,Gosatra (Gazipur),,Yes,No,100,115,130,1%,
Dhaka,Dhaka,Dohar,1333,Yes,No,130,160,190,1%,
Dhaka,Dhaka,Nawabgonj (Dohar),,Yes,No,130,160,190,1%,
Faridpur,Faridpur,Alfadanga,7870,Yes,No,130,160,190,1%,
Faridpur,Faridpur,Bhanga,7830,Yes,No,130,160,190,1%,
Faridpur,Faridpur,Boalmari,7860,Yes,No,130,160,190,1%,
Faridpur,Faridpur,Char Bhadrasan,7810,Yes,No,130,160,190,1%,
Faridpur,Faridpur,Faridpur Sadar,7800,Yes,No,130,160,190,1%,
Faridpur,Faridpur,Madhukhali,7850,Yes,No,130,160,190,1%,
Faridpur,Faridpur,Nagarkanda,7840,Yes,No,130,160,190,1%,
Faridpur,Faridpur,Sadarpur,7820,Yes,No,130,160,190,1%,
Faridpur,Faridpur,Saltha,7860,Yes,No,130,160,190,1%,
Gopalganj,Gopalganj,Gopalganj Sadar,8100,Yes,No,130,160,190,1%,
Gopalganj,Gopalganj,Kasiani,8130,Yes,No,130,160,190,1%,
Gopalganj,Gopalganj,Kotalipara,8110,Yes,No,130,160,190,1%,
Gopalganj,Gopalganj,Maksudpur,8140,Yes,No,130,160,190,1%,
Gopalganj,Gopalganj,Tungipara,8120,Yes,No,130,160,190,1%,
Jamalpur,Jamalpur,Bakshiganj,2140,Yes,No,130,160,190,1%,
Jamalpur,Jamalpur,Dewanganj,2030,Yes,No,130,160,190,1%,
Jamalpur,Jamalpur,Islampur(Jamalpur),2020,Yes,No,130,160,190,1%,
Jamalpur,Jamalpur,Jamalpur Sadar,2000,Yes,No,130,160,190,1%,
Jamalpur,Jamalpur,Madarganj,2040,Yes,No,130,160,190,1%,
Jamalpur,Jamalpur,Melandah,2010,Yes,No,130,160,190,1%,
Jamalpur,Jamalpur,Sharishabari,2050,Yes,No,130,160,190,1%,
Kishoreganj,Kishoreganj,Austogram,2380,Yes,No,130,160,190,1%,
Kishoreganj,Kishoreganj,Bajitpur,2336,Yes,No,130,160,190,1%,
Kishoreganj,Kishoreganj,Bhairab,2350,Yes,No,130,160,190,1%,
Kishoreganj,Kishoreganj,Hosainpur,2320,Yes,No,130,160,190,1%,
Kishoreganj,Kishoreganj,Itna,2390,Yes,No,130,160,190,1%,
Kishoreganj,Kishoreganj,Karimganj,2310,Yes,No,130,160,190,1%,
Kishoreganj,Kishoreganj,Katiadi,2330,Yes,No,130,160,190,1%,
Kishoreganj,Kishoreganj,Kishoreganj Sadar,2300,Yes,No,130,160,190,1%,
Kishoreganj,Kishoreganj,Kuliarchar,2340,Yes,No,130,160,190,1%,
Kishoreganj,Kishoreganj,Mithamain,2370,Yes,No,130,160,190,1%,
Kishoreganj,Kishoreganj,Nikli,2360,Yes,No,130,160,190,1%,
Kishoreganj,Kishoreganj,Pakundia,2326,Yes,No,130,160,190,1%,
Kishoreganj,Kishoreganj,Tarail,2316,Yes,No,130,160,190,1%,
Madaripur,Madaripur,Kalkini,7920,Yes,No,130,160,190,1%,
Madaripur,Madaripur,Madaripur Sadar,7900,Yes,No,130,160,190,1%,
Madaripur,Madaripur,Rajoir,7910,Yes,No,130,160,190,1%,
Madaripur,Madaripur,Shibchar,7900,Yes,No,130,160,190,1%,
Manikganj,Manikganj,Daulatpur(Manikganj),1860,Yes,No,130,160,190,1%,
Manikganj,Manikganj,Ghior,1840,Yes,No,130,160,190,1%,
Manikganj,Manikganj,Harirampur (Manikganj),1850,Yes,No,130,160,190,1%,
Manikganj,Manikganj,Manikganj Sadar,1800,Yes,No,130,160,190,1%,
Manikganj,Manikganj,Saturia,1810,Yes,No,130,160,190,1%,
Manikganj,Manikganj,Shibalaya,1850,Yes,No,130,160,190,1%,
Manikganj,Manikganj,Singair,1820,Yes,No,130,160,190,1%,
Munshiganj,Munshiganj,Gazaria,8332,Yes,No,130,160,190,1%,
Munshiganj,Munshiganj,Lauhajang,1530,Yes,No,130,160,190,1%,
Munshiganj,Munshiganj,Katakhali (Munshiganj),1500,Yes,No,130,160,190,1%,
Munshiganj,Munshiganj,Serajdikhan,1540,Yes,No,130,160,190,1%,
Munshiganj,Munshiganj,Sreenagar,1550,Yes,No,130,160,190,1%,
Munshiganj,Munshiganj,Tangibari,1520,Yes,No,130,160,190,1%,
Mymensingh,Mymensingh,Valuka,2240,Yes,No,130,160,190,1%,
Mymensingh,Mymensingh,Dhubaura,2416,Yes,No,130,160,190,1%,
Mymensingh,Mymensingh,Fulbaria (Mymensingh),2216,Yes,No,130,160,190,1%,
Mymensingh,Mymensingh,Fulpur,2250,Yes,No,130,160,190,1%,
Mymensingh,Mymensingh,Goffargaon,2230,Yes,No,130,160,190,1%,
Mymensingh,Mymensingh,Koltapara (Gouripur Mymensingh),2270,Yes,No,130,160,190,1%,
Mymensingh,Mymensingh,Haluaghat,2260,Yes,No,130,160,190,1%,
Mymensingh,Mymensingh,Iswarganj,2280,Yes,No,130,160,190,1%,
Mymensingh,Mymensingh,Kacharighat (Mymensingh),2200,Yes,No,130,160,190,1%,
Mymensingh,Mymensingh,Muktagacha,2210,Yes,No,130,160,190,1%,
Mymensingh,Mymensingh,Nandail,2290,Yes,No,130,160,190,1%,
Mymensingh,Mymensingh,Trishal,2220,Yes,No,130,160,190,1%,
Norshingdi,Norshingdi,Belabo,1640,Yes,No,130,160,190,1%,
Norshingdi,Norshingdi,Monohardi,1650,Yes,No,130,160,190,1%,
Norshingdi,Norshingdi,Velanogor (Narsingdi),1600,Yes,No,130,160,190,1%,
Norshingdi,Norshingdi,Palash,1610,Yes,No,130,160,190,1%,
Norshingdi,Norshingdi,Raipura (Bhairab),1630,Yes,No,130,160,190,1%,
Norshingdi,Norshingdi,Shibpur,1620,Yes,No,130,160,190,1%,
Netrokona,Netrokona,Atpara,2470,Yes,No,130,160,190,1%,
Netrokona,Netrokona,Barhatta,2440,Yes,No,130,160,190,1%,
Netrokona,Netrokona,Durgapur(Netrokona),3848,Yes,No,130,160,190,1%,
Netrokona,Netrokona,Kalmakanda,2430,Yes,No,130,160,190,1%,
Netrokona,Netrokona,Kendua,2480,Yes,No,130,160,190,1%,
Netrokona,Netrokona,Khaliajuri,2460,Yes,No,130,160,190,1%,
Netrokona,Netrokona,Madan,2490,Yes,No,130,160,190,1%,
Netrokona,Netrokona,Mohanganj,2446,Yes,No,130,160,190,1%,
Netrokona,Netrokona,Netrokona Sadar,2400,Yes,No,130,160,190,1%,
Netrokona,Netrokona,Purbadhala (Netrokona),2410,Yes,No,130,160,190,1%,
Rajbari,Rajbari,Baliakandi,7730,Yes,No,130,160,190,1%,
Rajbari,Rajbari,Goalunda,7710,Yes,No,130,160,190,1%,
Rajbari,Rajbari,Pangsha,7720,Yes,No,130,160,190,1%,
Rajbari,Rajbari,Rajbari Sadar,7700,Yes,No,130,160,190,1%,
Rajbari,Rajbari,Kalukhali,7720,Yes,No,130,160,190,1%,
Shariatpur,Shariatpur,Bhedarganj,8030,Yes,No,130,160,190,1%,
Shariatpur,Shariatpur,Damudiya,8040,Yes,No,130,160,190,1%,
Shariatpur,Shariatpur,Gosairhat,8050,Yes,No,130,160,190,1%,
Shariatpur,Shariatpur,Zajira,8010,Yes,No,130,160,190,1%,
Shariatpur,Shariatpur,Naria,8020,Yes,No,130,160,190,1%,
Shariatpur,Shariatpur,Shariatpur Sadar,8000,Yes,No,130,160,190,1%,
Sherpur,Sherpur,Jhenaigati,2120,Yes,No,130,160,190,1%,
Sherpur,Sherpur,Nakla,2150,Yes,No,130,160,190,1%,
Sherpur,Sherpur,Nalitabari,2110,Yes,No,130,160,190,1%,
Sherpur,Sherpur,Sherpur Sadar,2100,Yes,No,130,160,190,1%,
Sherpur,Sherpur,Sribordi,2130,Yes,No,130,160,190,1%,
Tangail,Tangail,Bashail,1920,Yes,No,130,160,190,1%,
Tangail,Tangail,Bhuapur,1960,Yes,No,130,160,190,1%,
Tangail,Tangail,Delduar,1910,Yes,No,130,160,190,1%,
Tangail,Tangail,Ghatail,1980,Yes,No,130,160,190,1%,
Tangail,Tangail,Gopalpur (Tangail),1990,Yes,No,130,160,190,1%,
Tangail,Tangail,Kalihati,1970,Yes,No,130,160,190,1%,
Tangail,Tangail,Mirzapur,1940,Yes,No,130,160,190,1%,
Tangail,Tangail,Modhupur,1996,Yes,No,130,160,190,1%,
Tangail,Tangail,Nagarpur,1936,Yes,No,130,160,190,1%,
Tangail,Tangail,Shakhipur,1950,Yes,No,130,160,190,1%,
Tangail,Tangail,Tangail Sadar,1900,Yes,No,130,160,190,1%,
Tangail,Tangail,Dhanbari,1997,Yes,No,130,160,190,1%,
Bagerhat,Bagerhat,Bagerhat Sadar,9300,Yes,No,130,160,190,1%,
Bagerhat,Bagerhat,Chitalmari,9360,Yes,No,130,160,190,1%,
Bagerhat,Bagerhat,Fakirhat (Bagerhat),9370,Yes,No,130,160,190,1%,
Bagerhat,Bagerhat,Kachua(Bagerhat),3630,Yes,No,130,160,190,1%,
Bagerhat,Bagerhat,Mollarhat,9380,Yes,No,130,160,190,1%,
